	root	phylum	class	order	family	genus
17347	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
17359	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
17379	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
17409	Root	GN02	c__VC12-cl04	o__	f__	
17414	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17420	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
17441	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
17465	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
17469	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
17487	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
17495	NA	NA	NA	NA	NA	NA
17505	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
17511	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
17540	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
17560	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17564	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
17576	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	Propionibacterium
17598	NA	NA	NA	NA	NA	NA
17606	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17618	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
17622	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17637	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17647	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17653	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17664	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17676	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
17692	NA	NA	NA	NA	NA	NA
17700	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17701	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
17705	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17711	NA	NA	NA	NA	NA	NA
17712	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
17721	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
17726	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17738	NA	NA	NA	NA	NA	NA
17743	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
17758	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17765	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
17790	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17840	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17843	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
17846	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
17847	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
17852	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
17858	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17871	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17873	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
17892	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17900	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
17914	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
17917	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
17926	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17939	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
17947	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
17948	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
17974	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17982	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
17990	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
18001	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Kingella
18003	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18011	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
18027	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
18028	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18029	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18037	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
18054	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
18066	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18074	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
18088	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18119	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
18174	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
18179	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18185	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
18230	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
18255	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
18261	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18262	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18267	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
18289	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
18296	NA	NA	NA	NA	NA	NA
18308	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
18309	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
18324	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
18335	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
18406	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18409	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18411	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
18420	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18421	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18429	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
18459	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
18465	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18479	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18510	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18518	NA	NA	NA	NA	NA	NA
18520	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18524	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18531	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18534	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18538	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Kingella
18560	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
18571	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
18579	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
18588	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18589	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
18619	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
18647	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18658	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
18659	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
18681	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18692	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
18695	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
18699	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18719	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18737	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
18739	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
18740	NA	NA	NA	NA	NA	NA
18742	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
18754	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
18755	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18770	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18771	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18775	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
18799	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
18812	NA	NA	NA	NA	NA	NA
18821	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
18828	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
18834	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18839	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
18845	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
18850	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
18858	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
18866	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
18881	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
18891	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
18928	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
18937	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
18958	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
18964	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
18972	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
18981	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
18990	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
18994	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19003	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
19004	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19024	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19036	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
19059	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19065	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
19075	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
19077	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
19083	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
19086	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
19097	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19106	NA	NA	NA	NA	NA	NA
19109	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
19150	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
19164	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19183	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
19206	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
19228	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
19233	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19270	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19287	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	Rothia
19294	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	Oribacterium
19303	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
19312	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19314	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
19317	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
19318	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
19321	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19342	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19346	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
19361	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
19365	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
19388	NA	NA	NA	NA	NA	NA
19401	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
19405	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19413	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19416	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19455	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19460	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19493	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
19506	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
19516	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
19541	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19557	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
19573	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19582	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19584	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19600	NA	NA	NA	NA	NA	NA
19610	Root	Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	Treponema
19616	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Dialister
19618	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19622	NA	NA	NA	NA	NA	NA
19626	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
19630	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19662	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19686	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
19702	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19705	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19707	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19708	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19709	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
19714	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
19715	NA	NA	NA	NA	NA	NA
19734	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
19737	NA	NA	NA	NA	NA	NA
19740	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
19748	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
19756	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
19790	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	Rothia
19798	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
19800	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19811	NA	NA	NA	NA	NA	NA
19818	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
19843	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
19845	NA	NA	NA	NA	NA	NA
19847	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
19851	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
19870	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
19879	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
19890	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
19904	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
